電話	电话	diànhuà	telephone; phone call	N	NPCR_book_1_lesson_13
房子	房子	fángzi	house	N	NPCR_book_1_lesson_13
幫助	帮助	bāngzhù	help	V	NPCR_book_1_lesson_13
間	间	jiān	measure word for rooms, houses	M	NPCR_book_1_lesson_13
水電費	水电费	shuǐdiànfèi	utility bill or fee	N	NPCR_book_1_lesson_13
套	套	tào	suite	M	NPCR_book_1_lesson_13
可是	可是	kěshì	but	Conj	NPCR_book_1_lesson_13
找	找	zhǎo	look for	V	NPCR_book_1_lesson_13
合適	合适	héshì	suitable	A	NPCR_book_1_lesson_13
廚房	厨房	chúfáng	kitchen	N	NPCR_book_1_lesson_13
郵	邮	yóu	post, mail	V	NPCR_book_1_lesson_14
剛才	刚才	gāngcái	just now	Adv	NPCR_book_1_lesson_14
寄	寄	jì	post, mail	V	NPCR_book_1_lesson_14
郵局	邮局	yóujú	post office	N	NPCR_book_1_lesson_14
中午	中午	zhōngwǔ	noon	N	NPCR_book_1_lesson_14
局	局	jú	office; bureau	N	NPCR_book_1_lesson_14
過	过	guò	spend (time); celebrate (a birthday or holiday)	V	NPCR_book_1_lesson_14
洗	洗	xǐ	wash	V	NPCR_book_1_lesson_14
節	节	jié	festival	N	NPCR_book_1_lesson_14
春節	春节	chūn jié	Spring Festival	N	NPCR_book_1_lesson_14
中學	中学	zhōngxué	middle school	N	NPCR_book_1_lesson_14
元旦	元旦	yuándàn	New Year's Day	N	NPCR_book_1_lesson_14
樓	楼	lóu	building	N	NPCR_book_1_lesson_14
對	对	duì	right, correct	A	NPCR_book_1_lesson_14
電視	电视	diànshì	television	N	NPCR_book_1_lesson_14
包裹	包裹	bāoguǒ	parcel	N	NPCR_book_1_lesson_14
上海	上海	shànghǎi	Shanghai	PN	NPCR_book_1_lesson_14
聖誕	圣诞	shèngdàn	Christmas	PN	NPCR_book_1_lesson_14
練	练	liàn	practice	V	NPCR_book_1_lesson_14
打工	打工	dǎgōng	have a part-time job	V	NPCR_book_1_lesson_14
語法	语法	yǔfǎ	grammar	N	NPCR_book_1_lesson_14
複習	复习	fùxí	review	V	NPCR_book_1_lesson_14
南方	南方	nánfāng	south	N	NPCR_book_1_lesson_14
日記	日记	rìjì	diary	N	NPCR_book_1_lesson_14
課文	课文	kèwén	text	N	NPCR_book_1_lesson_14
生詞	生词	shēngcí	new word	N	NPCR_book_1_lesson_14
聖誕老人	圣诞老人	shèngdàn lǎorén	Santa Clause	N	NPCR_book_1_lesson_14
練習	练习	liànxí	practice/exercise	V, N	NPCR_book_1_lesson_14
髒	脏	zāng	dirty	A	NPCR_book_1_lesson_14
整理	整理	zhěnglǐ	put in order; arrange; sort out	V	NPCR_book_1_lesson_14
打掃	打扫	dǎsǎo	clean	V	NPCR_book_1_lesson_14
晴	晴	qíng	sunny	A	NPCR_book_1_lesson_14
口語	口语	kǒuyǔ	spoken language	N	NPCR_book_1_lesson_14
不好意思	不好意思	bùhǎoyìsi	feel embarrassed	IE	NPCR_book_1_lesson_14
留學生	留学生	liúxuéshēng	student studying abroad; international student	N	NPCR_book_1_lesson_14
詞	词	cí	word	N	NPCR_book_1_lesson_14
驚喜	惊喜	jīngxǐ	pleasant surprise	N	NPCR_book_1_lesson_14
旅行	旅行	lǚxíng	travel	V	NPCR_book_1_lesson_14
念	念	niàn	read	V	NPCR_book_1_lesson_14
亂	乱	luàn	in disorder; in a mess	A	NPCR_book_1_lesson_14
歐洲	欧洲	ōuzhōu	Europe	PN	NPCR_book_1_lesson_14
掃	扫	sǎo	sweep	V	NPCR_book_1_lesson_14
住	住	zhù	live; stay	V	NPCR_book_1_lesson_14
感恩節	感恩节	gǎn'ēn jié	Thanksgiving	N	NPCR_book_1_lesson_14
復活節	复活节	fùhuó jié	Easter	N	NPCR_book_1_lesson_14
爸爸	爸爸	bàba	dad	N	NPCR_book_1_lesson_2
喝	喝	hē	to drink	V	NPCR_book_1_lesson_2
他	他	tā	he; him	Pr	NPCR_book_1_lesson_2
咖啡	咖啡	kāfēi	coffee	N	NPCR_book_1_lesson_2
忙	忙	máng	busy	A	NPCR_book_1_lesson_2
我們	我们	wǒmen	we; us	Pr	NPCR_book_1_lesson_2
朋友	朋友	péngyou	friend	N	NPCR_book_1_lesson_2
要	要	yào	to want	V	NPCR_book_1_lesson_2
都	都	dōu	both; all	Adv	NPCR_book_1_lesson_2
不	不	bù	not; no	Adv	NPCR_book_1_lesson_2
他們	他们	tāmen	they; them	Pr	NPCR_book_1_lesson_2
弟弟	弟弟	dìdi	younger brother	N	NPCR_book_1_lesson_2
男	男	nán	male	A	NPCR_book_1_lesson_2
捫	们	men	(used after pronouns 我, 你, 他 or certain nouns to denote plural)	Suf	NPCR_book_1_lesson_2
媽媽	妈妈	māma	mom	N	NPCR_book_1_lesson_2
哥哥	哥哥	gēge	elder brother	N	NPCR_book_1_lesson_2
丁	丁	dīng	(a surname)	PN	NPCR_book_1_lesson_2
老師	老师	lǎoshī	teacher	N	NPCR_book_1_lesson_3
外語	外语	wàiyǔ	foreign language	N	NPCR_book_1_lesson_3
中國	中国	zhōngguó	China	PN	NPCR_book_1_lesson_3
那	那	nà	that	Pr	NPCR_book_1_lesson_3
人	人	rén	people, person	N	NPCR_book_1_lesson_3
陳	陈	chén	(a surname)	PN	NPCR_book_1_lesson_3
這	这	zhè	this	Pr	NPCR_book_1_lesson_3
國	国	guó	country, nation	N	NPCR_book_1_lesson_3
醫生	医生	yīshēng	doctor; physician	N	NPCR_book_1_lesson_3
您	您	nín	you (polite form)	Pr	NPCR_book_1_lesson_3
外婆	外婆	wàipó	grandmother on the mother's side	N	NPCR_book_1_lesson_3
她	她	tā	she; her	Pr	NPCR_book_1_lesson_3
哪	哪	nǎ	which	QPr	NPCR_book_1_lesson_3
是	是	shì	to be	V	NPCR_book_1_lesson_3
誰	谁	shéi	who; whom	QPr	NPCR_book_1_lesson_3
奶奶	奶奶	nǎinai	grandmother on the father's side	N	NPCR_book_1_lesson_3
學生	学生	xuésheng	student	N	NPCR_book_1_lesson_4
記者	记者	jìzhě	reporter	N	NPCR_book_1_lesson_4
可以	可以	kěyǐ	may	OpV	NPCR_book_1_lesson_4
來	来	lái	to come	V	NPCR_book_1_lesson_4
請	请	qǐng	please	V	NPCR_book_1_lesson_4
請問	请问	qǐngwèn	May I ask...?	V	NPCR_book_1_lesson_4
的	的	de	(a possessive or modifying particle)	Pt	NPCR_book_1_lesson_4
認識	认识	rènshi	to know (somebody)	V	NPCR_book_1_lesson_4
進來	进来	jìnlai	to come in	VC	NPCR_book_1_lesson_4
進	进	jìn	to enter	V	NPCR_book_1_lesson_4
貴姓	贵姓	guìxìng	What's your honorable surname?	IE	NPCR_book_1_lesson_4
學院	学院	xuéyuàn	institute; college	N	NPCR_book_1_lesson_4
叫	叫	jiào	to be called	V	NPCR_book_1_lesson_4
語言	语言	yǔyán	language	N	NPCR_book_1_lesson_4
楊	杨	yáng	(a surname)	PN	NPCR_book_1_lesson_4
高興	高兴	gāoxìng	happy; pleased	A	NPCR_book_1_lesson_4
問	问	wèn	to ask	V	NPCR_book_1_lesson_4
先生	先生	xiānsheng	Mr.	N	NPCR_book_1_lesson_4
姓	姓	xìng	one's surname is.../surname	V, N	NPCR_book_1_lesson_4
加拿大	加拿大	jiānádà	Canada	PN	NPCR_book_1_lesson_4
什麼	什么	shénme	what	QPr	NPCR_book_1_lesson_4
漢語	汉语	hànyǔ	Chinese (language)	N	NPCR_book_1_lesson_4
美國	美国	měiguó	the United States; America	PN	NPCR_book_1_lesson_4
學習	学习	xuéxí	to learn; to study	V	NPCR_book_1_lesson_4
英國	英国	yīngguó	Great Britain; England	PN	NPCR_book_1_lesson_4
馬大為	马大为	mǎ dàwéi	(name of an American student)	PN	NPCR_book_1_lesson_4
不用	不用	búyòng	need not	Adv	NPCR_book_1_lesson_5
謝謝	谢谢	xièxie	to thank	V	NPCR_book_1_lesson_5
知道	知道	zhīdào	to know	V	NPCR_book_1_lesson_5
餐廳	餐厅	cāntīng	dining room	N	NPCR_book_1_lesson_5
再見	再见	zàijiàn	good-bye	IE	NPCR_book_1_lesson_5
晚	晚	wǎn	late	A	NPCR_book_1_lesson_5
對不起	对不起	duìbuqǐ	I'm sorry	IE	NPCR_book_1_lesson_5
女	女	nǚ	female	A	NPCR_book_1_lesson_5
二	二	èr	two	Num	NPCR_book_1_lesson_5
宋華	宋华	sòng huá	(name of a Chinese student)	PN	NPCR_book_1_lesson_5
再	再	zài	again	Adv	NPCR_book_1_lesson_5
小姐	小姐	xiǎojie	Miss; young lady	N	NPCR_book_1_lesson_5
了	了	le	(modal partical; aspect particle)	Pt	NPCR_book_1_lesson_5
坐	坐	zuò	to sit	V	NPCR_book_1_lesson_5
〇	〇	líng	zero	Num	NPCR_book_1_lesson_5
沒關係	没关系	méi guānxi	never mind; it doesn't matter	IE	NPCR_book_1_lesson_5
層	层	céng	story; floor	M	NPCR_book_1_lesson_5
哪兒	哪儿	nǎr	where	QPr	NPCR_book_1_lesson_5
在	在	zài	to be (here, there); to be (in, on at)	V	NPCR_book_1_lesson_5
宿舍	宿舍	sùshè	dormitory	N	NPCR_book_1_lesson_5
號	号	hào	number	N	NPCR_book_1_lesson_5
這兒	这儿	zhèr	here	Pr	NPCR_book_1_lesson_5
王小雲	王小云	wáng xiǎoyún	(name of a Chinese student)	PN	NPCR_book_1_lesson_5
四	四	sì	four	Num	NPCR_book_1_lesson_5
昨天	昨天	zuótiān	yesterday	N	NPCR_book_1_lesson_6
京劇	京剧	jīngjù	Beijing opera	N	NPCR_book_1_lesson_6
游泳	游泳	yóuyǒng	to swim	V	NPCR_book_1_lesson_6
去	去	qù	to go	V	NPCR_book_1_lesson_6
怎麼樣	怎么样	zěnmeyàng	How is it?	QPr	NPCR_book_1_lesson_6
你們	你们	nǐmen	you (plural)	Pr	NPCR_book_1_lesson_6
現在	现在	xiànzài	now	N	NPCR_book_1_lesson_6
有意思	有意思	yǒu yìsi	interesting	IE	NPCR_book_1_lesson_6
球	球	qiú	ball	N	NPCR_book_1_lesson_6
行	行	xíng	to be O.K.	V	NPCR_book_1_lesson_6
太	太	tài	too; extremely	Adv	NPCR_book_1_lesson_6
今天	今天	jīntiān	today	N	NPCR_book_1_lesson_6
恐怕	恐怕	kǒngpà	to be afraid that; perhaps	Adv	NPCR_book_1_lesson_6
時間	时间	shíjiān	time	N	NPCR_book_1_lesson_6
打球	打球	dǎqiú	to play ball	VO	NPCR_book_1_lesson_6
明天	明天	míngtiān	tomorrow	N	NPCR_book_1_lesson_6
天	天	tiān	day	N	NPCR_book_1_lesson_6
遍	遍	biàn	number of times (of action)	M	NPCR_book_1_lesson_6
打	打	dǎ	to play	V	NPCR_book_1_lesson_6
時候	时候	shíhou	time; moment	N	NPCR_book_1_lesson_6
抱歉	抱歉	bàoqiàn	to feel sorry; sorry	A	NPCR_book_1_lesson_6
天氣	天气	tiānqì	weather	N	NPCR_book_1_lesson_6
說	说	shuō	to say; to speak	V	NPCR_book_1_lesson_6
有	有	yǒu	to have	V	NPCR_book_1_lesson_6
高	高	gāo	high; tall	A	NPCR_book_1_lesson_7
教授	教授	jiàoshòu	professor	N	NPCR_book_1_lesson_7
名字	名字	míngzi	name	N	NPCR_book_1_lesson_7
張	张	zhāng	(a surname)	PN	NPCR_book_1_lesson_7
介紹	介绍	jièshào	to introduce	V	NPCR_book_1_lesson_7
名片	名片	míngpiàn	calling card	N	NPCR_book_1_lesson_7
啊	啊	à	ah; oh	Int	NPCR_book_1_lesson_7
教	教	jiāo	to teach	V	NPCR_book_1_lesson_7
開	开	kāi	to open; to start	V	NPCR_book_1_lesson_7
開學	开学	kāixué	to start school	VO	NPCR_book_1_lesson_7
看	看	kàn	to watch; to look at	V	NPCR_book_1_lesson_7
丁力波	丁力波	dīng lìbō	(name of a Canadian student)	PN	NPCR_book_1_lesson_7
數學	数学	shùxué	mathematics	N	NPCR_book_1_lesson_7
美術	美术	měishù	fine arts	N	NPCR_book_1_lesson_7
選修	选修	xuǎnxiū	take an elective course	V	NPCR_book_1_lesson_7
哲學	哲学	zhéxué	philosophy	N	NPCR_book_1_lesson_7
物理	物理	wùlǐ	physics	N	NPCR_book_1_lesson_7
化學	化学	huàxué	chemistry	N	NPCR_book_1_lesson_7
學	学	xué	to learn; to study	V	NPCR_book_1_lesson_7
音樂	音乐	yīnyuè	music	N	NPCR_book_1_lesson_7
文化	文化	wénhuà	culture	N	NPCR_book_1_lesson_7
專業	专业	zhuānyè	major; specialty	N	NPCR_book_1_lesson_7
美	美	měi	beautiful	A	NPCR_book_1_lesson_7
歷史	历史	lìshǐ	history	N	NPCR_book_1_lesson_7
教育	教育	jiàoyù	education	N	NPCR_book_1_lesson_7
經濟	经济	jīngjì	economy	N	NPCR_book_1_lesson_7
系	系	xì	faculty; department	N	NPCR_book_1_lesson_7
中文	中文	zhōngwén	Chinese	N	NPCR_book_1_lesson_7
文學	文学	wénxué	literature	N	NPCR_book_1_lesson_7
一下	一下	yíxià	(used after a Verb to indicate a short, quick, random, informal action)		NPCR_book_1_lesson_7
小	小	xiǎo	little, small	A	NPCR_book_1_lesson_8
狗	狗	gǒu	dog	N	NPCR_book_1_lesson_8
個	个	gè	general-use measure word	M	NPCR_book_1_lesson_8
姐姐	姐姐	jiějie	older sister	N	NPCR_book_1_lesson_8
真	真	zhēn	real/really	A, Adv	NPCR_book_1_lesson_8
還	还	hái	in addition	Adv	NPCR_book_1_lesson_8
家	家	jiā	family, home	N	NPCR_book_1_lesson_8
當然	当然	dāngrán	as it should be; only natural that	A	NPCR_book_1_lesson_8
兩	两	liǎng	two	Num	NPCR_book_1_lesson_8
口	口	kǒu	number of people in a family	M	NPCR_book_1_lesson_8
可愛	可爱	kě'ài	lovely, cute	A	NPCR_book_1_lesson_8
照片	照片	zhàopiàn	picture, photo	N	NPCR_book_1_lesson_8
幾	几	jǐ	how many, how much	QPr	NPCR_book_1_lesson_8
一共	一共	yígòng	altogether	Adv	NPCR_book_1_lesson_8
和	和	hé	and	Conj	NPCR_book_1_lesson_8
妹妹	妹妹	mèimei	younger sister	N	NPCR_book_1_lesson_8
多少	多少	duōshao	how many, how much	QPr	NPCR_book_1_lesson_8
系主任	系主任	xìzhǔrèn	department chairman	N	NPCR_book_1_lesson_8
語	语	yǔ	language	N	NPCR_book_1_lesson_8
大	大	dà	big, large	A	NPCR_book_1_lesson_8
百	百	bǎi	hundred	Num	NPCR_book_1_lesson_8
詞典	词典	cídiǎn	dictionary	N	NPCR_book_1_lesson_8
車	车	chē	car; vehicle	N	NPCR_book_1_lesson_8
多	多	duō	many, much	A	NPCR_book_1_lesson_8
貝貝	贝贝	bèibei	name of a dog	PN	NPCR_book_1_lesson_8
電腦	电脑	diànnǎo	computer	N	NPCR_book_1_lesson_8
外	外	wài	outside	Prep	NPCR_book_1_lesson_8
做	做	zuò	do; make	V	NPCR_book_1_lesson_8
外國	外国	wàiguó	foreign country	N	NPCR_book_1_lesson_8
孩子	孩子	háizi	child	N	NPCR_book_1_lesson_8
少	少	shǎo	few, less	A	NPCR_book_1_lesson_8
爺爺	爷爷	yéye	paternal grandfather	N	NPCR_book_1_lesson_8
工作	工作	gōngzuò	work/work	V, N	NPCR_book_1_lesson_8
工程師	工程师	gōngchéngshī	engineer	N	NPCR_book_1_lesson_8
助教	助教	zhùjiào	teaching assistant	N	NPCR_book_1_lesson_8
沒	没	méi	not	Adv	NPCR_book_1_lesson_8
愛	爱	ài	love	V	NPCR_book_1_lesson_8
外公	外公	wàigōng	maternal grandfather	N	NPCR_book_1_lesson_8
律師	律师	lǜshī	lawyer	N	NPCR_book_1_lesson_8
喜歡	喜欢	xǐhuan	like, prefer	V	NPCR_book_1_lesson_8
今年	今年	jīnnián	this year	N	NPCR_book_1_lesson_9
下午	下午	xiàwǔ	afternoon	N	NPCR_book_1_lesson_9
上	上	shàng	above; last	Prep	NPCR_book_1_lesson_9
星期日	星期日	xīngqīrì	Sunday	N	NPCR_book_1_lesson_9
生日	生日	shēngrì	birthday	N	NPCR_book_1_lesson_9
課	课	kè	class, lesson	N	NPCR_book_1_lesson_9
下	下	xià	below; next	Prep	NPCR_book_1_lesson_9
星期	星期	xīngqī	week	N	NPCR_book_1_lesson_9
上午	上午	shàngwǔ	morning	N	NPCR_book_1_lesson_9
歲	岁	suì	years old (of a person)	M	NPCR_book_1_lesson_9
年	年	nián	year	N	NPCR_book_1_lesson_9
多大	多大	duōdà	how old	QPr	NPCR_book_1_lesson_9
啤酒	啤酒	píjiǔ	beer	N	NPCR_book_1_lesson_9
生	生	shēng	be born	V	NPCR_book_1_lesson_9
壽麵	寿面	shòumiàn	birthday noodles, longevity noodles	N	NPCR_book_1_lesson_9
酒	酒	jiǔ	wine, liquor	N	NPCR_book_1_lesson_9
茶	茶	chá	tea	N	NPCR_book_1_lesson_9
麵	面	miàn	noodles	N	NPCR_book_1_lesson_9
出	出	chū	go out; come out	V	NPCR_book_1_lesson_9
會	会	huì	meeting	N	NPCR_book_1_lesson_9
瓶	瓶	píng	bottle	M	NPCR_book_1_lesson_9
糕	糕	gāo	cake	N	NPCR_book_1_lesson_9
快樂	快乐	kuàilè	happy	A	NPCR_book_1_lesson_9
晚上	晚上	wǎnshang	evening	N	NPCR_book_1_lesson_9
西餐	西餐	xīcān	Western food	N	NPCR_book_1_lesson_9
祝	祝	zhù	wish	V	NPCR_book_1_lesson_9
紅	红	hóng	red	A	NPCR_book_1_lesson_9
葡萄	葡萄	pútao	grape	N	NPCR_book_1_lesson_9
祝賀	祝贺	zhùhè	congratulate	V	NPCR_book_1_lesson_9
北京	北京	běijīng	Beijing	PN	NPCR_book_1_lesson_9
中餐	中餐	zhōngcān	Chinese food	N	NPCR_book_1_lesson_9
可樂	可乐	kělè	Coke	N	NPCR_book_1_lesson_9
買	买	mǎi	buy	V	NPCR_book_1_lesson_9
蛋糕	蛋糕	dàngāo	cake	N	NPCR_book_1_lesson_9
吃	吃	chī	eat	V	NPCR_book_1_lesson_9
漂亮	漂亮	piàoliang	pretty, beautiful; nice	A	NPCR_book_1_lesson_9
參加	参加	cānjiā	participate; attend	V	NPCR_book_1_lesson_9
紅葡萄酒	红葡萄酒	hóngpútaojiǔ	red wine	N	NPCR_book_1_lesson_9
出生	出生	chūshēng	be born	V	NPCR_book_1_lesson_9
鴨	鸭	yā	duck	N	NPCR_book_1_lesson_9
蛋	蛋	dàn	egg	N	NPCR_book_1_lesson_9
屬	属	shǔ	be born in the year of ... (dog, rooster, etc.)	V	NPCR_book_1_lesson_9
烤鴨	烤鸭	kǎoyā	roast duck	N	NPCR_book_1_lesson_9
聚會	聚会	jùhuì	get-together; party	N	NPCR_book_1_lesson_9
雪碧	雪碧	xuěbì	Sprite	N	NPCR_book_1_lesson_9
麵包	面包	miànbāo	bread	N	NPCR_book_1_lesson_9
漢堡	汉堡	hànbǎo	hamburger	N	NPCR_book_1_lesson_9
米飯	米饭	mǐfàn	cooked rice	N	NPCR_book_1_lesson_9
牛奶	牛奶	niúnǎi	milk	N	NPCR_book_1_lesson_9
熱狗	热狗	règǒu	hotdog	N	NPCR_book_1_lesson_9
好久	好久	hǎojiǔ	long time	IE	NPCR_book_2_lesson_15
千	千	qiān	thousand	Num	NPCR_book_2_lesson_15
工作人員	工作人员	gōngzuò rényuán	working personnel; staff member	N	NPCR_book_2_lesson_15
排	排	pái	arrange; put in order	V	NPCR_book_2_lesson_15
普通話	普通话	pǔtōnghuà	common speech; Mandarin Chinese	N	NPCR_book_2_lesson_15
見	见	jiàn	see	V	NPCR_book_2_lesson_15
隊	队	duì	row of people; line	N	NPCR_book_2_lesson_15
用	用	yòng	use	V	NPCR_book_2_lesson_15
參觀	参观	cānguān	visit (a place)	V	NPCR_book_2_lesson_15
從	从	cóng	from	Prep	NPCR_book_2_lesson_15
非常	非常	fēicháng	very; extremely; highly	Adv	NPCR_book_2_lesson_15
王府井	王府井	wángfǔjǐng	(name of a famous commercial district in Beijing)	PN	NPCR_book_2_lesson_15
西安	西安	xī'ān	(name of the capital of Shaanxi Province)	PN	NPCR_book_2_lesson_15
兵馬俑	兵马俑	bīngmǎyǒng	(ceremonial clay statues of warriors and horses which are burried with the dead)	N	NPCR_book_2_lesson_15
流利	流利	liúlì	fluent	A	NPCR_book_2_lesson_15
銀行	银行	yínháng	bank	N	NPCR_book_2_lesson_15
信	信	xìn	letter	N	NPCR_book_2_lesson_15
換	换	huàn	exchange; change	V	NPCR_book_2_lesson_15
數	数	shǔ	count	V	NPCR_book_2_lesson_15
早	早	zǎo	early	A	NPCR_book_2_lesson_15
快	快	kuài	fast; quick; rapid	A	NPCR_book_2_lesson_15
發展	发展	fāzhǎn	develop	V	NPCR_book_2_lesson_15
人員	人员	rényuán	personnel; staff	N	NPCR_book_2_lesson_15
兵	兵	bīng	soldier; fighter	N	NPCR_book_2_lesson_15
次	次	cì	(measure word for actions)	M	NPCR_book_2_lesson_15
話	话	huà	dialect; language	N	NPCR_book_2_lesson_15
人民幣	人民币	rénmínbì	Renminbi (RMB)	N	NPCR_book_2_lesson_15
排隊	排队	páiduì	form a line; queue up	VO	NPCR_book_2_lesson_15
人民	人民	rénmín	people	N	NPCR_book_2_lesson_15
年輕	年轻	niánqīng	young	A	NPCR_book_2_lesson_15
英鎊	英镑	yīngbàng	pound sterling	N	NPCR_book_2_lesson_15
剛	刚	gāng	just; only a short while ago	Adv	NPCR_book_2_lesson_15
明信片	明信片	míngxìnpiàn	postcard	N	NPCR_book_2_lesson_15
輕	轻	qīng	light; small	A	NPCR_book_2_lesson_15
城市	城市	chéngshì	city	N	NPCR_book_2_lesson_15
菜	菜	cài	food; dish	N	NPCR_book_2_lesson_15
地方	地方	dìfang	place	N	NPCR_book_2_lesson_15
美元	美元	měiyuán	U.S. dollar	N	NPCR_book_2_lesson_15
就	就	jiù	exactly; precisely	Adv	NPCR_book_2_lesson_15
現金	现金	xiànjīn	cash	N	NPCR_book_2_lesson_15
歐元	欧元	ōuyuán	Euro	N	NPCR_book_2_lesson_15
亞洲學習	亚洲学系	yàzhōuxué xì	Department of Asian Studies	N	NPCR_book_2_lesson_15
兒子	儿子	érzi	son	N	NPCR_book_2_lesson_15
信用卡	信用卡	xìnyòngkǎ	credit card	N	NPCR_book_2_lesson_15
匯率	汇率	huìlǜ	exchange rate	N	NPCR_book_2_lesson_15
懂	懂	dǒng	understand	V	NPCR_book_2_lesson_15
加元	加元	jiāyuán	Canadian dollar	N	NPCR_book_2_lesson_15
好久不見	好久不见	hǎojiǔ bújiàn	"long time No see"; haven't seen someone for a long time	IE	NPCR_book_2_lesson_15
性別	性别	xìngbié	sex; gender	N	NPCR_book_2_lesson_16
先	先	xiān	first; before	Adv	NPCR_book_2_lesson_16
圖書館	图书馆	túshūguǎn	library	N	NPCR_book_2_lesson_16
證	证	zhèng	certificate; card	N	NPCR_book_2_lesson_16
姓名	姓名	xìngmíng	full name	N	NPCR_book_2_lesson_16
不行	不行	bùxíng	not be allowed; won't do	V	NPCR_book_2_lesson_16
表	表	biǎo	form; table; list	N	NPCR_book_2_lesson_16
自己	自己	zìjǐ	oneself	Pr	NPCR_book_2_lesson_16
把	把	bǎ	(denoting the disposal of something)	Prep	NPCR_book_2_lesson_16
職業	职业	zhíyè	occupation; profession	N	NPCR_book_2_lesson_16
拿	拿	ná	take; hold; get	V	NPCR_book_2_lesson_16
借書證	借书证	jièshūzhèng	library card	N	NPCR_book_2_lesson_16
辦公	办公	bàngōng	handle official business; work (in an office)	VO	NPCR_book_2_lesson_16
慢	慢	màn	slow; slowly	A	NPCR_book_2_lesson_16
圖書	图书	túshū	books	N	NPCR_book_2_lesson_16
館	馆	guǎn	shop; place for cultural activities	N	NPCR_book_2_lesson_16
填	填	tián	fill in; write	V	NPCR_book_2_lesson_16
室	室	shì	room	N	NPCR_book_2_lesson_16
帶	带	dài	bring	V	NPCR_book_2_lesson_16
辦公室	办公室	bàngōngshì	office	N	NPCR_book_2_lesson_16
忘	忘	wàng	forget	V	NPCR_book_2_lesson_16
借	借	jiè	borrow; lend	V	NPCR_book_2_lesson_16
一會兒	一会儿	yíhuì(r)	a little while	IE	NPCR_book_2_lesson_16
長	长	cháng	long	A	NPCR_book_2_lesson_16
開始	开始	kāishǐ	start; begin	V	NPCR_book_2_lesson_16
翻譯	翻译	fānyì	translate; interpret	V	NPCR_book_2_lesson_16
雜志	杂志	zázhì	magazine	N	NPCR_book_2_lesson_16
預定	预定	yùdìng	to reserve; to book	V	NPCR_book_2_lesson_16
老人	老人	lǎorén	the elderly; the aged; old man or woman	N	NPCR_book_2_lesson_16
不錯	不错	búcuò	not bad	A	NPCR_book_2_lesson_16
閱覽室	阅览室	yuèlǎnshì	reading room	N	NPCR_book_2_lesson_16
課本	课本	kèběn	textbook	N	NPCR_book_2_lesson_16
熱鬧	热闹	rènao	lively; bustling with noise and excitement	A	NPCR_book_2_lesson_16
交	交	jiāo	hand in; hand over; pay	V	NPCR_book_2_lesson_16
廣東	广东	guǎngdōng	Guangdong Province	PN	NPCR_book_2_lesson_16
目錄	目录	mùlù	catalogue; list	N	NPCR_book_2_lesson_16
腦	脑	nǎo	brain	N	NPCR_book_2_lesson_16
鑰匙	钥匙	yàoshi	key	N	NPCR_book_2_lesson_16
問答	问答	wèndá	questions and answers	N	NPCR_book_2_lesson_16
國籍	国籍	guójí	nationality	N	NPCR_book_2_lesson_16
款	款	kuǎn	sum of money	N	NPCR_book_2_lesson_16
房間	房间	fángjiān	room	N	NPCR_book_2_lesson_16
年齡	年龄	niánlíng	age	N	NPCR_book_2_lesson_16
考	考	kǎo	give or take an exam; to test	V	NPCR_book_2_lesson_16
期	期	qī	period of time	N	NPCR_book_2_lesson_16
茶樓	茶楼	chálóu	tearooms; tea house	N	NPCR_book_2_lesson_16
考試	考试	kǎoshì	give or take an exam/exam	V, N	NPCR_book_2_lesson_16
罰款	罚款	fákuǎn	impose a fine or forfeit/fine	VO, N	NPCR_book_2_lesson_16
續借	续借	xùjiè	renew	V	NPCR_book_2_lesson_16
新實用漢語課本	新实用汉语课本	xīn shíyòng hànyǔ kèběn	New Practical Chinese Reader	PN	NPCR_book_2_lesson_16
罰	罚	fá	punish; penalize	V	NPCR_book_2_lesson_16
過期	过期	guòqī	be overdue	VO	NPCR_book_2_lesson_16
實用	实用	shíyòng	practical	A	NPCR_book_2_lesson_16
查	查	chá	check; look up	V	NPCR_book_2_lesson_16
比	比	bǐ	than (indicating comparison)	Prep	NPCR_book_2_lesson_17
中式	中式	zhōngshì	Chinese style	A	NPCR_book_2_lesson_17
旗袍	旗袍	qípáo	cheongsam; long formal dress with a slit skirt	N	NPCR_book_2_lesson_17
短	短	duǎn	short	A	NPCR_book_2_lesson_17
打折	打折	dǎzhé	sell at a discount; give a disount	VO	NPCR_book_2_lesson_17
襯衫	衬衫	chènshān	shirt	N	NPCR_book_2_lesson_17
走	走	zǒu	walk; go	V	NPCR_book_2_lesson_17
西服	西服	xīfú	western-style clothes; suit	N	NPCR_book_2_lesson_17
麻煩	麻烦	máfan	bother someone; trouble someone	V	NPCR_book_2_lesson_17
帥	帅	shuài	handsome; smart	A	NPCR_book_2_lesson_17
鞋子	鞋子	xié(zi)	shoes	N	NPCR_book_2_lesson_17
售	售	shòu	sell	V	NPCR_book_2_lesson_17
式	式	shì	type; style	N	NPCR_book_2_lesson_17
商店	商店	shāngdiàn	shop; store	N	NPCR_book_2_lesson_17
一定	一定	yídìng	must; surely	Adv	NPCR_book_2_lesson_17
太極拳	太极拳	tàijíquán	Taiji Boxing	N	NPCR_book_2_lesson_17
綠	绿	lǜ	green	A	NPCR_book_2_lesson_17
試	试	shì	try on; have a try	V	NPCR_book_2_lesson_17
